"","playerid","pitcher_hand","pitch_type","spin_rate","ab_result","action_result","adj_h"
"1871",3062,"R","KC",3080.946,"\N","B",0
"1872",4847,"R","CU",3017.0701,"\N","S",0
"1873",2732,"R","CU",3345.6621,"\N","C",0
"1874",2732,"R","CU",3294.2839,"\N","S",0
"1875",2732,"R","CU",3278.5991,"2B","X",0.33
"1876",3138,"R","CU",3089.2019,"\N","B",0
"1877",3138,"R","CU",3043.301,"\N","C",0
"1878",3062,"R","KC",3130.542,"\N","B",0
"1879",2732,"R","CU",3216.2061,"K","S",0
"1880",2732,"R","CU",3305.291,"\N","C",0
"1881",3138,"R","CU",3135.2759,"\N","B",0
"1882",11683,"R","CU",3078.8689,"K","S",0
"1883",3062,"R","KC",3026.1689,"\N","B",0
"1884",3055,"R","CU",3113.304,"1B","X",0.94
"1885",3138,"R","CU",3086.8999,"O","X",0.04
"1886",10045,"R","CU",3476.009,"K","S",0
"1887",2732,"R","CU",3343.832,"O","X",0.2
"1888",3138,"R","CU",3087.9741,"\N","B",0
"1889",15315,"R","CU",3091.7,"K","S",0
"1890",2732,"R","CU",3414.7891,"\N","S",0
"1891",6222,"R","CU",3018.981,"\N","B",0
"1892",2732,"R","CU",3347.5769,"\N","B",0
"1893",1868,"R","CU",3080.5339,"\N","C",0
"1894",2732,"R","CU",3240.978,"K","S",0
"1895",2732,"R","CU",3253.8989,"O","X",0.58
"1896",2732,"R","CU",3232.0591,"\N","B",0
"1897",2732,"R","CU",3336.917,"\N","F",0
"1898",3138,"R","CU",3047.0779,"\N","B",0
"1899",1802,"R","CU",3187.0139,"\N","B",0
"1900",2732,"R","CU",3468.1411,"\N","F",0
"1901",2732,"R","CU",3331.2229,NA,"B",0
"1902",2732,"R","CU",3284.4221,"\N","F",0
"1903",3062,"R","KC",3006.6731,"\N","B",0
"1904",3138,"R","CU",3047.429,"\N","B",0
"1905",3062,"R","KC",3008.894,"\N","F",0
"1906",15315,"R","CU",3119.8721,"\N","B",0
"1907",2732,"R","CU",3060.042,"O","X",0.19
"1908",2732,"R","CU",3300.5049,"\N","C",0
"1909",3138,"R","CU",3245.127,"\N","F",0
"1910",3138,"R","CU",3113.6379,"\N","F",0
"1911",11683,"R","CU",3075.0659,"\N","F",0
"1912",2732,"R","CU",3348.7209,"\N","S",0
"1913",2732,"R","CU",3347.7251,"\N","B",0
"1914",3138,"R","CU",3138.4299,"\N","B",0
"1915",2732,"R","CU",3196.939,"\N","B",0
"1916",3055,"R","CU",3202.0481,"K","S",0
"1917",3394,"R","CU",3008.146,"\N","B",0
"1918",11683,"R","CU",3007.0391,"K","S",0
"1919",3062,"R","KC",3033.991,"\N","S",0
"1920",3062,"R","KC",3073.2329,"\N","B",0
"1921",2732,"R","CU",3251.7251,"K","S",0
"1922",2732,"R","CU",3354.2109,"\N","S",0
"1923",2732,"R","CU",3431.3921,"\N","B",0
"1924",3062,"R","KC",3140.283,"K","S",0
"1925",3138,"R","CU",3132.8589,"\N","C",0
"1926",3062,"R","KC",3044.259,"\N","S",0
"1927",3138,"R","CU",3101.741,"SF","X",0.09
"1928",11683,"R","CU",3000.697,"\N","B",0
"1929",3062,"R","KC",3004.1689,"\N","B",0
"1930",2732,"R","CU",3233.6389,"\N","F",0
"1931",2732,"R","CU",3237.814,"\N","B",0
"1932",3138,"R","CU",3186.772,"\N","C",0
"1933",3138,"R","CU",3005.1121,"\N","B",0
"1934",2732,"R","CU",3337.292,"\N","B",0
"1935",2732,"R","CU",3273.281,"\N","B",0
"1936",3055,"R","CU",3046.4441,"\N","B",0
"1937",8839,"R","CU",3052.99,"\N","B",0
"1938",657,"R","CU",3033.606,"\N","B",0
"1939",2732,"R","CU",3410.689,"\N","B",0
"1940",3138,"R","CU",3004.6331,"\N","B",0
"1941",1802,"R","CU",3391.479,"O","X",0.25
"1942",2732,"R","CU",3194.877,"\N","F",0
"1943",2732,"R","CU",3318.844,"\N","S",0
"1944",3138,"R","CU",3015.2161,"K","C",0
"1945",3138,"R","CU",3244.8831,"O","X",0.2
"1946",2732,"R","CU",3256.2219,"\N","S",0
"1947",11683,"R","CU",3002.4419,"\N","B",0
"1948",3394,"R","CU",3015.679,"2B","X",0.97
"1949",1802,"R","CU",3227.0669,"2B","X",0.91
"1950",1802,"R","CU",3228.4109,"\N","B",0
"1951",2732,"R","CU",3205.9351,"\N","B",0
"1952",2732,"R","CU",3355.7939,"K","S",0
"1953",3138,"R","CU",3101.2241,"\N","B",0
"1954",6222,"R","CU",3256.074,"K","S",0
"1955",2732,"R","CU",3334.77,"\N","B",0
"1956",2850,"R","CU",3127.344,"\N","B",0
"1957",3062,"R","KC",3034.6941,"\N","B",0
"1958",2732,"R","CU",3274.7,"O","X",0.66
"1959",3138,"R","CU",3186.842,"K","S",0
"1960",2850,"R","CU",3077.252,"\N","B",0
"1961",2732,"R","CU",3157.8779,"1B","X",0.94
"1962",2732,"R","CU",3380.8689,"\N","C",0
"1963",3138,"R","CU",3066.645,"\N","B",0
"1964",11683,"R","CU",3015.9819,"\N","B",0
"1965",3062,"R","KC",3016.585,"\N","C",0
"1966",15315,"R","CU",3184.0969,"\N","B",0
"1967",15315,"R","CU",3202.238,"HR","X",0.38
"1968",3062,"R","KC",3026.3689,"K","C",0
"1969",2732,"R","CU",3299.1951,"\N","B",0
"1970",2732,"R","CU",3188.166,"\N","B",0
"1971",3055,"R","CU",3086.0701,"\N","B",0
"1972",2732,"R","CU",3425.1411,"\N","B",0
"1973",2732,"R","CU",3159.4241,"K","S",0
"1974",3138,"R","CU",3162.666,"K","S",0
"1975",6222,"R","CU",3050.4431,"\N","F",0
"1976",3138,"R","CU",3187.2971,"\N","B",0
"1977",3138,"R","CU",3054.2959,"K","S",0
"1978",3062,"R","KC",3030.9141,"\N","F",0
"1979",2732,"R","CU",3306.7971,"O","X",0.01
"1980",3062,"R","KC",3181.177,"O","X",0
"1981",2732,"R","CU",3173.552,"K","C",0
"1982",2732,"R","CU",3366.5969,"\N","B",0
"1983",2732,"R","CU",3308.355,"K","S",0
